,标题,作者,漫画分类,风格类型,保存格式,封面,内容简介,是否完结,漫画地址
22,漂流教室,楳图一雄,日本漫画,"冒险,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/16/7586.jpg,漂流教室漫画 ，这部漫画的内容在叙述一群国小全体师生，因为一场不知名的爆炸而集体漂流到未来的故事；作者安排一群小学生来到世界末日的未来，他们必须面对饥饿、灾祸、及死亡的恐怖。其间小学生为了生存所爆发的人性战争，在作者精彩的绘画功力及生动的状况假想下，以及对人性美与丑陋相互挣扎的刻画，我想看过的人很难不起鸡皮疙瘩。 这部漫画最可贵的是其对於环境破坏的强烈批判，作者不用严肃和教条的剧情来说教，他将环境破坏的严重性巧妙的运用在每一个桥段，整个故事看下来高潮不断，疮疤被赤裸裸的揭开，摧毁性的指责人类所种下的恶果，但仅管波折不断，最後的结局还是给予一丝希望。,已完结,http://www.ccdm13.com/manhua/12182/
23,人型电脑天使心,CLAMP,日本漫画,"后宫,治愈,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/16/7625.jpg,人型电脑天使心漫画 ，在不久的将来，电子技术飞速发展，电脑，成为人们生活中不可或缺的一部分已美少女为造型的个人电脑-电脑女郎更是男性们梦寐以求的“女性”。主角的名字是本须和秀树，是个19岁的少年（考试失败，正在准备再次考取学校的人），他在一间居酒屋打工，每天过着的是贫穷潦倒的生活. 　　 有一天，他很好运的在垃圾堆捡到一位最新型的电脑女郎，原来“她”就是秀树一直渴望拥有的个人电脑。秀树抱着她带返家中，可是这个电脑白痴却不知如何开机......,已完结,http://www.ccdm13.com/manhua/12171/
24,天使心,北条司,日本漫画,"冒险,侦探,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/16/7564.jpg,天使心漫画 ，北条司2001年最震撼新作！ 城市猎人延续篇！獠重出江湖，被残酷的命运捉弄的男女──獠＆玻璃心！如天使般的美女玻璃心是职业杀手组织内朱雀部队最优秀的成员，自小接受严厉残酷的职业杀手训练，因厌倦了杀手生涯而自杀。另一方面，正准备与獠拍婚纱照的香不幸于交通意外中逝世，香的心脏更被人盗走，悲伤的獠决意找出犯人……,已完结,http://www.ccdm13.com/manhua/12162/
25,伊手高中柔道部,森泰士,日本漫画,"搞笑,竞技,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/16/7563.jpg,伊手高中柔道部漫画 ，林田龟太郎，伊手高中柔道社1年级，兼社长。 因为3年级的学长全部退休，又没有2年级的学长，所以社团中全部都是1年级的学员。 林田光荣的成为了社长。但是柔道社已处在废社的边缘，其他1年级的学员有皮村熏、三浦单一、藤原虎吕助、东菊千代（幽灵社员，N天不来一次），几个活宝聚在一起，使柔道社无时没有爆笑的场景出现，但是柔道社没有一个女生加入。好不容易有一个女生加入也被他们吓跑了。使的大家提不起兴趣。 但是有一天，林田喜欢的女生级森桃里因为好朋友绫川莓的要求，加入了柔道社。 之后，柔道社又会发生什么呢？让我们共同关注伊手高中柔道社......,已完结,http://www.ccdm13.com/manhua/12161/
26,相聚一刻,高桥留美子,日本漫画,"爱情,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/16/7558.jpg,相聚一刻漫画 ，这是一部温馨感人的青年爱情漫画，在前后长达八年时间演变中，在画风上我们可以明显看出高桥老师画技的进步，从早期生涩哽滞到后期成熟圆润。而在故事中我们可以看到执着专一任性温柔美丽可爱的女主角：音无响子，在对亡夫与追求者之间自身感情的冲突矛盾及决择。而男主角五代裕作在早期虽然有点不成熟，但是在随着事件的发展及时间的推移中，亦日渐成长以至成为能让响子依靠的男人，所以相聚一刻这部人生戏剧，也可以算是男主角五代的成长故事。,已完结,http://www.ccdm13.com/manhua/12156/
27,X战记,CLAMP,日本漫画,"冒险,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/16/7557.jpg,"X战记漫画 ，【X】的主人翁---神威---表面上是一位高一学生,然而他却是掌握「世界未来」的关键者。CLAMP将焦点从「拯救地球」以及「地球的未来」转移到去思考「想要得到的幸福究竟是什么？自己想要保护的东西到底是什么？」这种单纯的情感。背负着地球毁灭与否的重大使命,神威跳脱出解救世界末日的英雄主义,单纯地只是想要保护自己所爱的人,保护所爱的人所居住的地球,当他心中有了这样的想法时,是成为毁灭地球的地龙「神威」？还是创造出结界以保护地球的天龙「神威」？这就要请大家拭目以待啰！",连载中,http://www.ccdm13.com/manhua/12155/
28,Cat Street 猫街,神尾叶子,日本漫画,"爱情,治愈,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/16/7554.jpg,Cat Street 猫街漫画 ，十六岁的惠都曾是著名的童星。可是九岁时，她在「Sunny Days」音乐剧的舞台上，在全场 观众面前，一句话也说不出地一直站着，从此退出艺能界。失去一切的惠都过着不上学的隐蔽生活。在偶然的机会下，惠都开始在自由学校“艾尔·里斯顿”上学。与同学的交往终于使她逐渐打开了心扉。一群自认为被社会边缘化的孩子们的励志故事。,已完结,http://www.ccdm13.com/manhua/12152/
29,维纳斯是单相思,中路有纪,日本漫画,"爱情,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/16/7584.jpg,维纳斯是单相思漫画 ，春天裏一次美麗的邂逅，在等待著剛開始大學生活的紗菜﹗其中 最令她心動的就是在參觀網球學會時見到的深見。紗菜想接近他， 卻出現了一個意料之外的情敵﹗？大學校園戀愛故事正式展開。不容錯過！,已完结,http://www.ccdm13.com/manhua/12142/
30,Rough,安达充,日本漫画,"爱情,竞技,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/16/7583.jpg,"Rough漫画 ，“Rough”就是“未经雕琢”的意思,隐指笔下的少年们渐渐地对人生、爱情有了感知、有了方向。正如故事中的两位主人公大和圭介与二之宫亚美,两人的祖父由于生意场上的竞争,彼此仇恨。但当她在高中就遇到大和圭介,并以不带偏见的眼光去判断评价大和圭介,两人排除万难终于走到一起。",已完结,http://www.ccdm13.com/manhua/12141/
31,绝对彼氏,渡濑悠宇,日本漫画,"爱情,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/16/7581.jpg,绝对彼氏漫画 ，告白遭拒絕的理斐子，因爲拾獲手機而認識一個怪怪的推銷員，一心想交男朋友的她上了他所說的網站，填好了理想情人的選項後...隔天卻收到一個超大的箱子！！打開一看，掉出來的居然是一個帥到不行的男人...這這這...是怎麽一回事啊...！？,已完结,http://www.ccdm13.com/manhua/12139/
32,圣传,CLAMP,日本漫画,"东方神鬼,耽美,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/16/7580.jpg,圣传漫画 ，《圣传》，一部从1989年开始连载的漫画，是日本著名漫画家组合CLAMP的处女作。曾经风靡万千漫画迷的《圣传》，里面那无法忘怀的故事、令人神往的人物、和那动人的一幕幕悲剧演奏成华丽的传说，在圣传迷心中已是永恒的经典。《圣传》其中两段剧情曾经被改编成两部OVA：《冰城炎狱篇》和《双城炎雷篇》，不过动画与漫画内容有部分不同。《圣传》的人物原型源自古印度神话《梨俱吠陀》和大乘佛教经典中常说的天龙八部。,已完结,http://www.ccdm13.com/manhua/12138/
33,猫眼三姐妹,北条司,日本漫画,"冒险,侦探,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/16/7570.jpg,猫眼三姐妹漫画 ，来生泪、来生瞳、来生爱三姐妹是充满青春活力，聪明漂亮的三个美少女。三人性格各异，却都非常崇拜喜爱自己的父亲——海恩茨。父亲曾是位颇有艺术才华的画家兼艺术品收藏家，在她们读小学时就神秘地失踪了。随着父亲的离家，那些精美的名画，古玩，钻石也不知下落…… 　　三姐妹在长成亭亭玉立的少女时，她们共同经营这一家名叫“猫眼”的咖啡馆。这里每天顾客盈门，热闹非凡。大家都非常喜欢和心善良、聪明漂亮的三姐妹说笑，喝咖啡。小店的生意很红火。但平稳的生活后面隐藏的是她们骚动不安的心情。 她们时刻思念着亲爱的父亲，想通过寻回父亲流失的艺术珍品找到父亲。于是，每当城市里夜幕降临，三姐妹就变幻成了飘着秀发，身穿紧身衣的时髦女郎。她们四处去寻找和“索取”那些原本是他们父亲的艺术珍品。 “猫眼”私家侦探小组在博物馆、美术馆、拍卖大厅常将那些艺术珍品神不知鬼不觉地取走，令警察局十分尴尬。而有的时候她们则暗中协助警察局抓获道盗贼。“猫眼”的行为似乎让人感到“亦正亦邪”，但更多的是体现了她们聪明、智慧和沉着冷静地取回父亲艺术珍品的高超手段。一心一意以追捕她们为己任的刑警内海俊夫，也始终没有发觉自己心爱的恋人竟然就是一直苦苦追寻的犯人……,已完结,http://www.ccdm13.com/manhua/12130/
34,我是真悟,楳图一雄,日本漫画,"恐怖,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/16/7569.jpg,我是真悟漫画 ，阿悟和真玲是普通的小学生，因为一台加工厂里的机器人而认识。该机器人原始到没有人样，两个孩子却把它当作朋友看待，他们教它写字，和它说话，吸收了大量资料的机器人逐渐有了意识。后来阿悟和真玲要分开了，然而他们对彼此的感情已经难以割舍。机器人在这时活动起来，它将自己命名为“真悟”，自称阿悟与真玲的孩子。真悟跋山涉水寻找真玲又寻找阿悟，只为传达他们彼此的思念“我到现在依然爱你”。,已完结,http://www.ccdm13.com/manhua/12129/
35,去吧，稻中乒团,古谷实,日本漫画,"搞笑,竞技,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/16/7568.jpg,"去吧，稻中乒团漫画 ，超级暴笑的青春热血漫画…… 其实这是搞笑漫画~因为有乒乓球~所以硬算到体育题材的漫画里来了……稻丰中学乒乓球队，他们不爱动脑筋但却满肚墨圈，永远精力充沛，而且坐言起行！内容风趣搞笑，抵死幽默的漫画，不容错过！ 毫无道德节操观念的前野、井泽二人组在稻中桌球社肆无忌惮地搞起一个又一个低级变态恶心,又让人不得不发（起）笑的奇思妙想,原来恶作剧的创意可以如此地源源不绝,让平凡单调的学生生活也可以充满如此多的愤怒、脸红、刺激、喜悦及如获大赦的松软感。「灌肠高手大赛」、「露鸟发球绝技」、「女人算什么协会」、「去死去死团」势必要颠覆正规传统的比赛及两性正常发展的互动。挑战视觉美感、挑战道德尺度,青春期的无奈童话要看过本书才算轰轰烈烈。本书荣获１９９６年讲谈社第二十届漫画赏青年部门大奖。川口开治、柴门文、小林诚、大和和纪等漫画名家一致同意是日本年度代表大作。全套十三集在日本达到一千八百万册以上的销售量,到底日本国民为何喜爱这套作品到了极点,也许要你看了才知道",已完结,http://www.ccdm13.com/manhua/12128/
0,魔神天使,永井豪&新名昭彥,日本漫画,"搞笑,机战,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/15/7410.jpg,"魔神天使漫画 ，天使们，地球的安危就交给妳们囉！女人天生就是危险动物.如果她们驾驶着巨大的魔神兵器时那无法想像的严重后果.就交给邪恶的机械兽来承受吧！ 　　亟欲统治地球的赫尔博士，又再度实行新战略.他企图在喜玛拉雅山挖掘出令人胆寒的恶魔一族.这回，和沙也加同校的不动明.将变身为巨大化的恶魔人，和天使们并肩作战. 而最后的大决战也一步步迫近了,从深海而来的最大危机现身,天使们即将和赫尔博士做个了断！ 　　谁说巨大机器人的战斗，女人都插不上手.就像机器人界的霹雳娇娃般.女主角们各自驾驶他们美丽却杀伤力强的机器人,痛快的打击危害地球的机械兽们.最新型的魔神天使机体、最精彩的决战.尽在第四集大完结裡.",已完结,http://www.ccdm13.com/manhua/12119/
1,铁人,矢作俊彥&落合尚之,日本漫画,"科幻,机战,高清单行本",JPG,http://ccimg.ufo001.com:8088/sinmh/comic/cover/15/7408.jpg,铁人漫画 ，這是一部以長春爲舞台的SF漫畫，日本少年小翔與媽媽一同從美國來到中國，醉心事業的女強人媽媽無暇給予兒子太多關愛，語言不同甚至連片假名都沒學好的小翔唯一的夥伴只有機器狗“阿童木”，在學校裏更因爲日本人的身份備受排擠。無意間，小翔得到了掩埋在地下的巨型機器人“鐵人”，它神秘而難以控制，小翔卻意外學會了操縱的方法。由于長春的地理位置使然，鐵人的存在很快被幾個不同的國家發現，爲了得到鐵人，各國紛紛派遣部隊進駐長春，坐在鐵人體內騎虎難下的小翔與少女虎姬面臨著一場考驗……,已完结,http://www.ccdm13.com/manhua/12117/
